rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
2168	4	4	N/A	-72.87069837090776	0.9999999999999999	70.98406240817259	C22H40O2	[M + H3N + H]+	YCOXZGXEITWVPY	InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10,12-13H,2-8,11,14-21H2,1H3,(H,23,24)	10,13-Docosadienoic acid, (Z,Z)-	CCCCCCCCC=CCC=CCCCCCCCCC(=O)O	8.05662251	71331992;101937265	COCONUT:(CNP0118216);Natural Products:(UNPD12390 UNPD215284);PubChem:(71331992 101937265);SuperNatural:(SN00334954)	3178498	354.335	86.105	7154_CARA_C18_pos_SIRIUS_973
2169	3	3	N/A	-96.31922642359413	0.9994974874371859	40.55795362654298	C16H30O3	[M - H4O2 + H]+	SEWAOKNHYLYQEL	InChI=1S/C16H30O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	8-keto palmitic acid	CCCCCCCCC(=O)CCCCCCC(=O)O	4.89802456	5283001	COCONUT:(CNP0275063);HMDB:(30972);Natural Products:(UNPD146476);PubChem:(5283001);SuperNatural:(SN00393153);PubChem class - bio and metabolites;PubMed	19955786	235.2049	80.399	2070_CARA_C18_pos_SIRIUS_7302
2170	1	1	N/A	-92.12349137957875	0.9999999999999999	5.988570150546736	C20H43NO	[M + Na]+	YGCMLNDQGHTAPC	InChI=1S/C20H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21-19-20-22/h21-22H,2-20H2,1H3	2-(Octadecylamino)ethanol	CCCCCCCCCCCCCCCCCCNCCO	7.9000001	3015553;22467821	PubChem:(3015553 22467821);NORMAN:(NS00029056)	262146	336.3214	127.361	3651_CARA_C18_pos_SIRIUS_170
2171	2	2	N/A	-18.010439382433855	0.9999999999999999	62.28309473321798	C34H67NO3	[M + H]+	YDNKGFDKKRUKPY	InChI=1S/C34H67NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,32-33,36-37H,3-26,28,30-31H2,1-2H3,(H,35,38)	C16-ceramide	CCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O	12.8999996	2498;2733582;5283564;5353456;12010537;11006033;10230523;44119679;71314645;71314646;93535593;97038455;101724121;123394372;129724246;133687830;136212565;136212763	HMDB:(790 4949);ZINC bio:(ZINC08860497);additional;MeSH:(2733582 5283564 5353456 12010537 44119679);PubMed;COCONUT:(CNP0152332);KNApSAcK:(31461);Natural Products:(UNPD216035 UNPD63056);PubChem:(2498 2733582 5283564 5353456 12010537 11006033 10230523 44119679 71314645 71314646 93535593 97038455 101724121 123394372 129724246 133687830 136212565 136212763);CHEBI:(72959);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD66-41)	86567038	538.5176	177.267	3254_CARA_C18_pos_SIRIUS_1205
2172	3	4	N/A	-60.258399592697934	0.9577889447236181	50.54541389040037	C31H58O5	[M - H2O + H]+	XQMKEZANBKLEQT	InChI=1S/C31H58O5/c1-3-5-7-9-11-13-14-15-16-18-20-22-24-26-31(34)36-29(27-32)28-35-30(33)25-23-21-19-17-12-10-8-6-4-2/h13-14,29,32H,3-12,15-28H2,1-2H3	1-dodecanoyl-2-(9Z-hexadecenoyl)-sn-glycerol	CCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC	10.8999996	56936297;134779462;138299170	PubChem:(56936297 134779462 138299170);YMDB:(1123)	65538	493.4235	189.446	5351_CARA_C18_pos_SIRIUS_8104
2173	1	2	N/A	-82.78288943325222	0.010050251256281407	0.051706778393736386	C32H65NO4	[M + Na]+	GULXQHPLVZZOTF	InChI=1S/C32H65NO4/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-30(35)32(37)29(28-34)33-31(36)27-25-23-21-19-16-14-12-10-8-6-4-2/h29-30,32,34-35,37H,3-28H2,1-2H3,(H,33,36)	N-myristoylphytoceramide	CCCCCCCCCCCCCCC(C(C(CO)NC(=O)CCCCCCCCCCCCC)O)O	11.1000004	44582135;44582136;44582160;70678880;75051220	PubChem:(44582135 44582136 44582160 70678880 75051220);PubMed;CHEBI:(67047)	98	550.4758	162.834	3167_CARA_C18_pos_SIRIUS_8259
2174	3	3	N/A	-280.03805381690603	0.9748743718592966	12.006216235519311	C22H35N5O2	[M + H3N + H]+	ZYNUWSFRZCRKSN	InChI=1S/C22H35N5O2/c1-5-6-7-8-11-23-22-25-18-15-20(29-4)19(28-3)14-17(18)21(26-22)24-16-9-12-27(2)13-10-16/h14-16H,5-13H2,1-4H3,(H2,23,24,25,26)	null	CCCCCCNC1=NC2=CC(=C(C=C2C(=N1)NC3CCN(CC3)C)OC)OC	5.0	137348638	PubChem:(137348638);PubChem class - bio and metabolites	16777218	419.311	112.669	7306_CARA_C18_pos_SIRIUS_27623
2175	1	1	N/A	-488.2002534349608	0.9979899497487437	18.03330176959265	C48H93NO4	[M - H4O2 + H]+	MZMIGGKGVCIIDX	InChI=1S/C48H93NO4/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-46-49-48(43-50,44-52-46)45-53-47(51)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h50H,3-45H2,1-2H3	[2-henicosyl-4-(hydroxymethyl)-5H-1,3-oxazol-4-yl]methyl docosanoate	CCCCCCCCCCCCCCCCCCCCCC1=NC(CO1)(CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC	20.0	3022625	PubChem:(3022625);NORMAN:(NS00063928)	262146	712.6922	313.635	3178_CARA_C18_pos_SIRIUS_1684
2176	1	2	N/A	-141.60704292054018	0.3005025125628141	6.459441906899871	C26H47BrO2	[M + H3N + H]+	IIPLCJVYXLOVIW	InChI=1S/C26H47BrO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-25(27)23-20-21-24-26(28)29/h17-18,23H,2-16,19-22,24H2,1H3,(H,28,29)	6-bromo-5,9-hexacosadienoic acid	CCCCCCCCCCCCCCCCC=CCCC(=CCCCC(=O)O)Br	11.1000004	5312949;5312950;14768555;53918327	COCONUT:(CNP0333071);Natural Products:(UNPD98590);PubChem:(5312949 5312950 14768555 53918327);SuperNatural:(SN00242478);CHEBI:(141506);MeSH:(5312949);PubMed	3178598	488.3063	35.691	295_CARA_C18_pos_SIRIUS_12607
2177	1	6	N/A	-293.8032633015214	0.036180904522613064	9.119887071125339	C30H54N5O7P	[M + K]+	JFYKNVSLLXBVHG	InChI=1S/C30H54N5O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-40-43(38,39)41-21-24-26(36)27(37)30(42-24)35-23-34-25-28(31)32-22-33-29(25)35/h22-24,26-27,30,36-37H,2-21H2,1H3,(H,38,39)(H2,31,32,33)	[(2R,3S,4S,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl icosyl hydrogen phosphate	CCCCCCCCCCCCCCCCCCCCOP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	6.40156841	15586488;137348397	PubChem:(15586488 137348397);PubChem class - bio and metabolites	16777218	666.3358	129.53	4857_CARA_C18_pos_SIRIUS_19959
2178	2	2	N/A	-171.7068293514857	0.9949748743718592	7.979854755752699	C28H54O6	[M - H4O2 + H]+	TUXIOAHIBIEZAG	InChI=1S/C28H54O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-31-27(29)33-34-28(30)32-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-26H2,1-2H3	Ditridecylperoxydicarbonate	CCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCC	13.3000002	104446	PubChem:(104446);NORMAN:(NS00056410)	262146	451.3806	119.86	6850_CARA_C18_pos_SIRIUS_18181
2179	4	4	N/A	-97.74787583792593	0.9994974874371858	17.48040632925526	C38H75NO4	[M - H2O + H]+	ASGPYKWSAHQKOG	InChI=1S/C38H75NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-23-25-27-29-31-33-37(42)39-35(34-40)38(43)36(41)32-30-28-26-24-22-16-14-12-10-8-6-4-2/h24,26,35-36,38,40-41,43H,3-23,25,27-34H2,1-2H3,(H,39,42)	null	CCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C(CCCC=CCCCCCCCCC)O)O	13.5	14757365;90658219;90659135	COCONUT:(CNP0412938);Natural Products:(UNPD82142);PubChem:(14757365 90658219 90659135);Biocyc:(CPD-9812 CPD-9813)	2131970	592.562	184.999	468_CARA_C18_pos_SIRIUS_2159
2180	3	3	N/A	-162.59314001498373	0.49346733668341713	4.351104669659524	C31H58O4	[M + H3N + H]+	KAXYOHHRDIOHRY	InChI=1S/C31H58O4/c1-3-5-6-16-23-29(33)24-18-13-10-11-15-20-26-31(35)27-30(34)25-19-14-9-7-8-12-17-22-28(32)21-4-2/h28,32H,3-27H2,1-2H3	7,16,18-Hentriacontanetrione, 28-hydroxy-, (S)-	CCCCCCC(=O)CCCCCCCCC(=O)CC(=O)CCCCCCCCCC(CCC)O	9.10000038	71323761;71407918	COCONUT:(CNP0175190);Natural Products:(UNPD166320);PubChem:(71323761 71407918);SuperNatural:(SN00262375)	3178498	512.4668	165.627	2738_CARA_C18_pos_SIRIUS_31998
2181	2	2	N/A	-212.79081106643736	0.8447236180904524	30.856414192220353	C47H94O6	[M - H4O2 + H]+	KKEMFJCWLUNSDV	InChI=1S/C47H94O6/c1-4-7-10-13-15-17-19-21-23-25-27-29-31-34-37-40-46(49)52-43-44(42-51-45(48)39-36-33-12-9-6-3)53-47(50)41-38-35-32-30-28-26-24-22-20-18-16-14-11-8-5-2/h22,24,44-50H,4-21,23,25-43H2,1-3H3	null	CCCCCCCCCCCCCCCCCC(O)OCC(COC(CCCCCCC)O)OC(CCCCCCCC=CCCCCCCCC)O	18.3999996	89041656	PubChem:(89041656);COCONUT:(CNP0211321)	2097154	719.6854	280.83	1221_CARA_C18_pos_SIRIUS_1014
2182	3	3	N/A	-85.95502697622655	0.9994974874371858	20.325954416402748	C24H44O2	[M + H]+	WDHQGCVISBFUKD	InChI=1S/C24H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h8-9,12-13H,2-7,10-11,14-23H2,1H3,(H,25,26)	null	CCCCCCCC=CCCC=CCCCCCCCCCCC(=O)O	8.95504761	129728397	COCONUT:(CNP0152945);Natural Products:(UNPD178831);PubChem:(129728397)	2129922	365.3397	194.328	3517_CARA_C18_pos_SIRIUS_2512
2183	2	2	N/A	-126.57816588706028	0.9487437185929648	16.015905521307232	C22H41NO2	[M - H2O + H]+	MWQCBVWCBTUPDQ	InChI=1S/C22H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h6-7,9-10,24H,2-5,8,11-21H2,1H3,(H,23,25)	Anandamide (20:2, n-6)	CCCCCC=CCC=CCCCCCCCCCC(=O)NCCO	6.69999981	5283444;49824003	PubChem:(5283444 49824003);PubMed;CHEBI:(73733)	98	334.3112	54.35	5008_CARA_C18_pos_SIRIUS_29755
2184	1	1	N/A	-294.64833489848627	0.9984924623115576	25.2835029704081	C19H38N6O2	[M + H3N + H]+	SVOIFFCGMDXIDI	InChI=1S/C19H38N6O2/c1-24(2)22-18(26)20-16-9-5-14(6-10-16)13-15-7-11-17(12-8-15)21-19(27)23-25(3)4/h14-17H,5-13H2,1-4H3,(H2,20,22,26)(H2,21,23,27)	4,4''-(Methylenedicyclohexane-1,4-diyl)bis(1,1-dimethylsemicarbazide)	CN(C)NC(=O)NC1CCC(CC1)CC2CCC(CC2)NC(=O)NN(C)C	2.5999999	12035238	PubChem:(12035238);NORMAN:(NS00040089)	262146	400.3412	159.545	7053_CARA_C18_pos_SIRIUS_7703
2185	1	1	N/A	-492.3237673508479	0.02010050251256281	12.244204800295627	C43H79NO4	[M + Na]+	JNEGCSBEHGAAQD	InChI=1S/C43H79NO4/c1-4-7-10-13-16-19-22-25-28-31-34-46-40-37-39(43(44)45)38-41(47-35-32-29-26-23-20-17-14-11-8-5-2)42(40)48-36-33-30-27-24-21-18-15-12-9-6-3/h37-38H,4-36H2,1-3H3,(H2,44,45)	null	CCCCCCCCCCCCOC1=CC(=CC(=C1OCCCCCCCCCCCC)OCCCCCCCCCCCC)C(=O)N	17.5	86176388	MeSH:(86176388);PubChem:(86176388);PubMed	70	696.5959	142.512	473_CARA_C18_pos_SIRIUS_27917
2186	2	2	N/A	-178.06741798766942	0.8668341708542715	1.3231338850900656	C22H47NO5	[M - H4O2 + H]+	UWWVLQOLROBFTD	InChI=1S/C22H47NO5/c1-5-6-9-16(3)22(28)21(27)13-15(2)12-18(24)10-7-8-11-19(25)14-20(26)17(4)23/h15-22,24-28H,5-14,23H2,1-4H3	Aminopentol	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)O)O	2.70000005	119377;15875284;21119850;53262322;75967390;101232886;101683463;101696919;100953551;101926983;102533467	NORMAN:(NS00018332);PubChem:(119377 15875284 21119850 53262322 75967390 101232886 101683463 101696919 100953551 101926983 102533467);CHEBI:(62526 62519);additional;MeSH:(119377 21119850 53262322);KEGG:(C19805);PubMed;Biocyc:(CPD-13182)	788838	370.331	108.206	5936_CARA_C18_pos_SIRIUS_19956
2187	3	3	N/A	-78.4724425579828	0.9999999999999999	9.09716738893176	C42H83NO3	[M - H2O + H]+	YUULKFVZRXQHPM	InChI=1S/C42H83NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h17-18,40-41,44-45H,3-16,19-39H2,1-2H3,(H,43,46)	C24:1 Sphinganine	CCCCCCCCCCCCCCCC(C(CO)NC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)O	16.7999992	5283576;78382261;101062271;125399510	COCONUT:(CNP0318769);HMDB:(11769);PubChem:(5283576 78382261 101062271 125399510);CHEBI:(74130);additional;PubChem class - bio and metabolites;Training Set	19415082	632.628	284.607	8097_CARA_C18_pos_SIRIUS_3971
2188	3	3	N/A	-220.167041120978	0.5819095477386934	22.324528796726902	C41H79NO4	[M - H4O2 + H]+	HDOAFAWPMSBHGT	InChI=1S/C41H79NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-40(45)41(46)42-38(37-43)39(44)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h25,27,33,35,38-40,43-45H,3-24,26,28-32,34,36-37H2,1-2H3,(H,42,46)	null	CCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CCCC=CCCCCCCCCC)O)O	15.0	25245983;90659214	COCONUT:(CNP0138290);PubChem:(25245983 90659214);SuperNatural:(SN00215553);Biocyc:(CPD-8440)	3147778	614.5832	261.535	1521_CARA_C18_pos_SIRIUS_1610
2189	3	3	N/A	-410.91715035670524	0.043216080402010054	10.91537893264416	C24H33FN2O4	[M - H4O2 + H]+	FHDBYXVICTYHRM	InChI=1S/C24H33FN2O4/c1-15(2)21-11-18(12-23(29)26-13-17-4-6-20(25)7-5-17)16(3)10-19(21)14-27-22(28)8-9-24(30)31/h4-7,10,15,18-19,21H,8-9,11-14H2,1-3H3,(H,26,29)(H,27,28)(H,30,31)	null	CC1=CC(C(CC1CC(=O)NCC2=CC=C(C=C2)F)C(C)C)CNC(=O)CCC(=O)O	2.5999999	38027606	COCONUT:(CNP0133127 CNP0197009);PubChem:(38027606);SuperNatural:(SN00027709);ZINC bio:(ZINC30880470)	3153922	397.2279	142.267	4995_CARA_C18_pos_SIRIUS_8136
2190	3	3	N/A	-201.00417559641411	0.20201005025125632	9.921703677744768	C20H28N6O2	[M - H2O + H]+	MHRZYVYAAMLZJC	InChI=1S/C20H28N6O2/c27-19(25-15-17-7-5-9-21-13-17)23-11-3-1-2-4-12-24-20(28)26-16-18-8-6-10-22-14-18/h5-10,13-14H,1-4,11-12,15-16H2,(H2,23,25,27)(H2,24,26,28)	Kinome_2048	C1=CC(=CN=C1)CNC(=O)NCCCCCCNC(=O)NCC2=CN=CC=C2	0.800000012	3099034	PubChem class - safety and toxic;PubChem:(3099034);PubMed	67108930	367.2251	22.501	6846_CARA_C18_pos_SIRIUS_21607
2191	2	2	N/A	-219.28317764932854	0.2964824120603015	5.846097830594488	C35H61NO8	[M - H4O2 + H]+	VQWNGCSUNKJFLW	InChI=1S/C35H61NO8/c1-6-12-33-34(41)36-23-30(38)22-32(40)31(39)20-19-28(24-43-5)16-10-14-27(7-2)15-11-18-29(37)17-9-8-13-25(3)21-26(4)35(42)44-33/h10,14,16,25-27,30-33,38-40H,6-9,11-13,15,17-24H2,1-5H3,(H,36,41)	Antibiotic TA	CCCC1C(=O)NCC(CC(C(CCC(=CC=CC(CCCC(=O)CCCCC(CC(C(=O)O1)C)C)CC)COC)O)O)O	5.30000019	6438547;6450484;9960754;10438913;10484050;21668470;90476765;101168488;101641497;139589063	SuperNatural:(SN00230486 SN00256244);additional;MeSH:(6438547 6450484 9960754 101168488 101641497);PubMed;COCONUT:(CNP0200699);KNApSAcK:(17894);Natural Products:(UNPD104602 UNPD111663);PubChem:(6438547 6450484 9960754 10438913 10484050 21668470 90476765 101168488 101641497 139589063);CHEBI:(80084);KEGG:(C15756);Training Set;Biocyc:(CPD-21473)	3721590	588.421	44.438	748_CARA_C18_pos_SIRIUS_25685
2192	1	1	N/A	-231.4914595361973	0.9994974874371858	76.47335803011643	C9H14N2O2	[M + Na]+	GJQRYIOSVPEUQJ	InChI=1S/C9H14N2O2/c1-3-8(12)10-6-5-7-11-9(13)4-2/h3-4H,1-2,5-7H2,(H,10,12)(H,11,13)	2-Propenamide, N,N''-1,3-propanediylbis-	C=CC(=O)NCCCNC(=O)C=C	0.400000006	11636931	PubChem:(11636931);PubChem class - safety and toxic	67108866	205.095	13.741	1960_CARA_C18_pos_SIRIUS_30453
2193	1	1	N/A	-464.5198600966861	0.0271356783919598	73.77042702831454	C46H91NO3	[M + Na]+	NEUDBTFZYJPJMG	InChI=1S/C46H91NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-27-28-30-32-34-36-38-40-42-46(50)47-44(43-48)45(49)41-39-37-35-33-31-29-16-14-12-10-8-6-4-2/h39,41,44-45,48-49H,3-38,40,42-43H2,1-2H3,(H,47,50)	null	CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O	19.3999996	10122880;86290099	PubChem:(10122880 86290099);CHEBI:(83364)	34	728.69	55.583	943_CARA_C18_pos_SIRIUS_10333
2194	3	5	N/A	-255.03246395745012	0.06834170854271357	14.586583311358392	C19H21NO4	[M - H2O + H]+	RNHLZVAKVRCBJV	InChI=1S/C19H21NO4/c1-23-18(21)9-5-8-15-10-12-17(13-11-15)20-19(22)24-14-16-6-3-2-4-7-16/h2-4,6-7,10-13H,5,8-9,14H2,1H3,(H,20,22)	Methyl-4-(p-(benzyloxycarbonylamino)-phenyl)butyrate	COC(=O)CCCC1=CC=C(C=C1)NC(=O)OCC2=CC=CC=C2	3.4000001	20247	PubChem:(20247);PubChem class - safety and toxic	67108866	310.142	35.478	137_CARA_C18_pos_SIRIUS_30701
2195	3	3	N/A	-77.86972040987673	0.9999999999999999	32.27348765423192	C6H10O2	[M + H3N + H]+	JBDSSBMEKXHSJF	InChI=1S/C6H10O2/c7-6(8)5-3-1-2-4-5/h5H,1-4H2,(H,7,8)	Cyclopentanoic acid	C1CCC(C1)C(=O)O	1.29999995	18840;6950226;12000094;25239988;59608580;58301405;58301406;58301407;118229889;118229893;118229896	NORMAN:(NS00013543);COCONUT:(CNP0135626);Natural Products:(UNPD123451);PubChem:(18840 6950226 12000094 25239988 59608580 58301405 58301406 58301407 118229889 118229893 118229896);ZINC bio:(ZINC00388464);PubChem class - safety and toxic;PubMed	69509186	132.101	12.147	4409_CARA_C18_pos_SIRIUS_2808
2196	1	1	N/A	-111.17486792848322	0.9999999999999999	36.2501667105031	C16H35NO	[M + Na]+	IDROXUWVODOXTL	InChI=1S/C16H36NO/c1-4-5-6-7-8-9-10-11-12-13-14-17(2,3)15-16-18/h18H,4-16H2,1-3H3/q+1	dodecyl-(2-hydroxyethyl)-dimethylazanium	CCCCCCCCCCCC[N+](C)(C)CCO	5.19999981	81487	NORMAN:(NS00044065);PubChem:(81487);PubMed	262210	280.262	51.273	5006_CARA_C18_pos_SIRIUS_6831
2197	4	2	N/A	-113.91701608865662	0.5768844221105528	29.44657957792359	C27H48O6	[M + H3N + H]+	HPLSPEXKVCTFLL	InChI=1S/C27H48O6/c1-16(5-4-9-27(33,14-28)15-29)19-6-7-20-24-21(13-23(32)26(19,20)3)25(2)10-8-18(30)11-17(25)12-22(24)31/h16-24,28-33H,4-15H2,1-3H3	5beta-Dermophol	CC(CCCC(CO)(CO)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	2.79999995	5284185;5284186;71439131	COCONUT:(CNP0113894);Natural Products:(UNPD18155 UNPD151522 UNPD58280);PubChem:(5284185 5284186 71439131);SuperNatural:(SN00372442 SN00240684 SN00320322);KEGG Mine	8593113090	486.3779	58.673	1377_CARA_C18_pos_SIRIUS_22504
2198	1	1	N/A	-325.90049078820823	0.5653266331658292	33.427709723430354	C47H93NO3	[M + H3N + H]+	NMDUGVGHWBFNBC	InChI=1S/C47H93NO3/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-24-27-30-33-36-39-42-47(51)48-45(43-49)46(50)41-38-35-32-29-26-23-20-17-15-16-19-22-25-28-31-34-37-40-44(2)3/h38,41,44-46,49-50H,4-37,39-40,42-43H2,1-3H3,(H,48,51)	null	CCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCCCCCCC(C)C)O	16.9912796	""	COCONUT:(CNP0207171);Natural Products:(UNPD112459);SuperNatural:(SN00347112)	3178496	737.7439	240.886	2873_CARA_C18_pos_SIRIUS_3799
2199	1	1	N/A	-121.93239871280525	0.9999999999999999	25.21650718785524	C32H64O4	[M + H3N + H]+	PEVUFEPPDDXNNI	InChI=1S/C32H64O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-32(35)36-30-31(34)29-33/h31,33-34H,2-30H2,1H3	null	CCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O	11.4056025	""	COCONUT:(CNP0368899);Natural Products:(UNPD39143);SuperNatural:(SN00323941)	3178496	530.5095	228.798	6319_CARA_C18_pos_SIRIUS_5561
2200	3	3	N/A	-52.32998799622064	0.9999999999999999	19.74302438437083	C6H6N2O	[M + H]+	DBZAKQWXICEWNW	InChI=1S/C6H6N2O/c1-5(9)6-4-7-2-3-8-6/h2-4H,1H3	zlchem 353	CC(=O)C1=NC=CN=C1	-0.111470945	30914;11147702	NORMAN:(NS00012989);COCONUT:(CNP0114026);HMDB:(31861);Natural Products:(UNPD26636);PubChem class - food;PubChem:(30914 11147702);additional;PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubMed	221036618	123.0544	14.412	58_CARA_C18_pos_SIRIUS_25603
2201	1	1	N/A	-184.76970244367226	0.8120603015075376	7.350925518589143	C49H86O3	[M + H3N + H]+	MRFPQFVZJYNWQG	InChI=1S/C49H86O3/c1-11-12-13-14-15-16-17-18-19-20-21-22-23-24-37(50)35-42(51)52-41-28-30-46(7)39(44(41,4)5)26-31-47(8)40(46)27-32-48(9)43-38(36(2)3)25-29-45(43,6)33-34-49(47,48)10/h37-41,43,50H,2,11-35H2,1,3-10H3	null	CCCCCCCCCCCCCCCC(CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CCC4(C3(CCC5(C4C(CC5)C(=C)C)C)C)C)C)C)O	15.1164122	""	COCONUT:(CNP0075492)	2097152	740.689	259.861	1202_CARA_C18_pos_SIRIUS_7196
2202	2	2	N/A	-78.36705710652146	0.9999999999999999	19.078291037448434	C22H44O4	[M + H3N + H]+	ROXXKZWLQOWAJU	InChI=1S/C22H44O4/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-21(25)26-20-22(4-2,18-23)19-24/h23-24H,3-20H2,1-2H3	Trimethylolpropane monopalmitate	CCCCCCCCCCCCCCCC(=O)OCC(CC)(CO)CO	7.0999999	116555	PubChem:(116555);NORMAN:(NS00053271)	262146	390.3554	133.387	4847_CARA_C18_pos_SIRIUS_25580
2203	1	1	N/A	-290.36371796196477	0.9919597989949749	17.65013754033238	C40H73N3O2	[M + H]+	IGJRJHXMSKJRMQ	InChI=1S/C40H73N3O2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-39(44)42-37-35-41-36-38-43-40(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20,41H,3-10,15-16,21-38H2,1-2H3,(H,42,44)(H,43,45)	N,N''-(Iminodiethane-1,2-diyl)bis(octadeca-9,12-dien-1-amide)	CCCCCC=CCC=CCCCCCCCC(=O)NCCNCCNC(=O)CCCCCCCC=CCC=CCCCCC	12.0	13848204;13848205;57356250	PubChem:(13848204 13848205 57356250);NORMAN:(NS00062717)	262146	628.5825	170.499	3088_CARA_C18_pos_SIRIUS_8617
2204	4	1	N/A	-366.45057989829434	0.5	9.541718592425006	C49H78O4	[M + H3N + H]+	FLVUMORHBJZINO	InChI=1S/C49H78O4/c1-36(2)20-13-21-37(3)22-14-23-38(4)24-15-25-39(5)26-16-27-40(6)28-17-29-41(7)30-18-31-42(8)32-19-33-43(9)34-35-45-44(10)46(50)48(52-11)49(53-12)47(45)51/h20,22,24,26,28,30,32,34,46-47,50-51H,13-19,21,23,25,27,29,31,33,35H2,1-12H3	Ubiquinol 8	CC1=C(C(C(=C(C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	13.6999998	1155;22833558	COCONUT:(CNP0022198);PubChem:(1155 22833558);SuperNatural:(SN00215915);PubChem class - bio and metabolites;EcoCyc Mine;YMDB:(902)	17199857666	748.6259	176.791	6198_CARA_C18_pos_SIRIUS_5260
2205	3	4	N/A	-197.32426289308228	0.02864321608040201	8.097747891177363	C14H22F6O2	[M - H4O2 + H]+	LAVZSXPTOSYSOW	InChI=1S/C14H22F6O2/c1-4-7-8-10(5-2)9-22-11(21)12(6-3,13(15,16)17)14(18,19)20/h10H,4-9H2,1-3H3	null	CCCCC(CC)COC(=O)C(CC)(C(F)(F)F)C(F)(F)F	6.13576984	""	COCONUT:(CNP0052626);SuperNatural:(SN00137780 SN00137781)	3145728	301.1374	16.376	6249_CARA_C18_pos_SIRIUS_34650
