rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
221	2	4	N/A	-233.3702142482337	0.018592964824120605	65.95328872788572	C15H22N6O4	[M - H2O - H]-	ICMCZXUVRLIIEU	InChI=1S/C15H22N6O4/c1-19-12-10(13(23)18-15(19)24)21(7-8-25-2)14(17-12)20-5-3-9(4-6-20)11(16)22/h9H,3-8H2,1-2H3,(H2,16,22)(H,18,23,24)	Oprea1_323462	CN1C2=C(C(=O)NC1=O)N(C(=N2)N3CCC(CC3)C(=O)N)CCOC	-1.0	3151075	COCONUT:(CNP0233869);PubChem:(3151075);ZINC bio:(ZINC01838637)	2105346	331.1498	79.859	3596_CARA_HILIC_neg_SIRIUS_charge0_removed_4475
222	2	4	N/A	-129.2268149383354	0.7477386934673367	3.1313893848944274	C6H12O9S	[M - H4O2 - H]-	BCUVLMCXSDWQQC	InChI=1S/C6H12O9S/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h1,3-6,8-11H,2H2,(H,12,13,14)	Mannose 6-sulfate	C(C(C(C(C(C=O)O)O)O)O)OS(=O)(=O)O	-3.79999995	127259;151149;151407;437600;21120827;21123007;21123028;22892887;129668899;129831072	MeSH:(127259 151149 151407);PubChem:(127259 151149 151407 437600 21120827 21123007 21123028 22892887 129668899 129831072);PubMed;CHEBI:(57904 16809);KEGG Mine	8589934694	222.9916	158.033	4129_CARA_HILIC_neg_SIRIUS_charge0_removed_3352
223	1	1	N/A	-50.14786674610873	0.9999999999999999	24.238998737810213	C3H6O6S	[M - H]-	CSRZVBCXQYEYKY	InChI=1S/C3H6O6S/c1-2(3(4)5)9-10(6,7)8/h2H,1H3,(H,4,5)(H,6,7,8)	(S)-2-O-Sulfolactate	CC(C(=O)O)OS(=O)(=O)O	-0.800000012	439843;4477331;5459941;25200888;45266748	KEGG:(C02914 C17205);PubChem:(439843 4477331 5459941 25200888 45266748);PubMed;CHEBI:(48289 61287 48290 58737 17943);Biocyc:(CPD-11798 CPD-542)	2402	168.9811	87.975	781_CARA_HILIC_neg_SIRIUS_charge0_removed_448
224	3	5	N/A	-405.7706216957433	0.01206030150753769	13.651863972001589	C17H23N7O7S2	[M - H4O2 - H]-	WQDSSNKOUGWAFL	InChI=1S/C17H23N7O7S2/c1-23-16(20-21-22-23)33-7-8-6-32-15-17(31-2,14(30)24(15)11(8)13(28)29)19-10(25)5-3-4-9(18)12(26)27/h9,15H,3-7,18H2,1-2H3,(H,19,25)(H,26,27)(H,28,29)	(6S,7S)-7-[(5-amino-5-carboxypentanoyl)amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CCCC(C(=O)O)N)OC)SC2)C(=O)O	-1.38510978	22818640;102117130	COCONUT:(CNP0219132);Natural Products:(UNPD35444);PubChem:(22818640 102117130);SuperNatural:(SN00241540);MeSH:(102117130);PubMed	3178566	464.0789	148.369	1558_CARA_HILIC_neg_SIRIUS_charge0_removed_4105
225	1	2	N/A	-207.05654387696373	0.14371859296482414	9.76446262543606	C14H10Br2O4	[M + Cl]-	SSPNVSUGGPBPEK	InChI=1S/C14H10Br2O4/c15-7-3-5-1-2-6-4-8(17)13(19)11(16)9(6)10(5)14(20)12(7)18/h3-4,17-20H,1-2H2	null	C1CC2=CC(=C(C(=C2C3=C(C(=C(C=C31)O)O)Br)O)O)Br	3.79999995	24770034	COCONUT:(CNP0139741);Natural Products:(UNPD192207);PubChem:(24770034);SuperNatural:(SN00398344);PubMed	3178562	434.8602	246.914	3468_CARA_HILIC_neg_SIRIUS_charge0_removed_1350
226	3	1	N/A	-141.46974369822127	0.04924623115577889	20.907785764726448	C20H36O16	[M - H]-	HYRUXGRHTJRKNG	InChI=1S/C20H36O16/c1-30-15-6(3-21)33-19(13(28)9(15)24)36-17-8(5-23)34-20(14(29)11(17)26)35-16-7(4-22)32-18(31-2)12(27)10(16)25/h6-29H,3-5H2,1-2H3	Galactan	COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC)CO)CO)CO	-6.4000001	16218585;20758205;57567792;71010809;71027848;89955983;117647484;121440428;121440662;121449164;123153337;130196291	PubChem:(16218585 20758205 57567792 71010809 71027848 89955983 117647484 121440428 121440662 121449164 123153337 130196291);COCONUT:(CNP0191626)	2097154	531.1955	156.133	4290_CARA_HILIC_neg_SIRIUS_charge0_removed_4920
227	1	1	N/A	-692.8178114845865	0.08944723618090453	28.937087249541875	C11H16N4O7S	[M + Br]-	FYJOXXMQCPXOJZ	InChI=1S/C11H16N4O7S/c16-2-4-6(17)7(18)5(9(20)22-4)14-11(23)13-3-1-12-10(21)15-8(3)19/h1,4-7,9,16-18,20H,2H2,(H2,13,14,23)(H2,12,15,19,21)	1-(2,4-dioxo-1H-pyrimidin-5-yl)-3-[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]thiourea	C1=C(C(=O)NC(=O)N1)NC(=S)NC2C(C(C(OC2O)CO)O)O	-3.29999995	4221621;25423408;51705615;51705616;51705617;98367649;124898621;124898622	COCONUT:(CNP0399836);PubChem:(4221621 25423408 51705615 51705616 51705617 98367649 124898621 124898622);ZINC bio:(ZINC12657244 ZINC35878008 ZINC35878009 ZINC35878010)	2105346	426.9931	127.994	4379_CARA_HILIC_neg_SIRIUS_charge0_removed_4212
228	1	4	N/A	-226.84449893644233	0.12060301507537688	9.910676393065243	C20H24O6	[M + Br]-	HWDQCWAPHWSUDD	InChI=1S/C20H24O6/c1-25-18-7-12-5-13(9-21)15(10-22)20(14(12)8-19(18)26-2)11-3-4-16(23)17(24)6-11/h3-4,6-8,13,15,20-24H,5,9-10H2,1-2H3	null	COC1=C(C=C2C(C(C(CC2=C1)CO)CO)C3=CC(=C(C=C3)O)O)OC	2.0	101667571	COCONUT:(CNP0126912);Natural Products:(UNPD7021);PubChem:(101667571);SuperNatural:(SN00272667)	3178498	439.0731	143.751	1403_CARA_HILIC_neg_SIRIUS_charge0_removed_2295
229	1	4	N/A	-306.0762574040041	0.7221105527638191	25.387280126569554	C23H22N2O4S2	[M - H]-	PITVDYLNTHZLRC	InChI=1S/C23H22N2O4S2/c1-2-15-5-7-16(8-6-15)14-19-21(27)25(23(30)31-19)13-3-4-20(26)24-18-11-9-17(10-12-18)22(28)29/h5-12,14H,2-4,13H2,1H3,(H,24,26)(H,28,29)	4-({4-[(5Z)-5-(4-ethylbenzylidene)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]butanoyl}amino)benzoic acid	CCC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CCCC(=O)NC3=CC=C(C=C3)C(=O)O	4.5	1985026;1985027;4518240	PubChem:(1985026 1985027 4518240);PubMed;CHEBI:(92668)	98	453.0965	138.192	4634_CARA_HILIC_neg_SIRIUS_charge0_removed_2579
230	1	4	N/A	-239.40702161176912	0.4311557788944724	3.47342739102333	C25H47NO8	[M - H2O - H]-	YZFDWMLFJPNPJS	InChI=1S/C25H47NO8/c1-4-18(3)24(31)21(34-23(30)15-19(25(32)33)14-22(28)29)13-17(2)11-9-7-5-6-8-10-12-20(27)16-26/h17-21,24,27,31H,4-16,26H2,1-3H3,(H,28,29)(H,32,33)	null	CCC(C)C(C(CC(C)CCCCCCCCC(CN)O)OC(=O)CC(CC(=O)O)C(=O)O)O	1.5	10028504;102004434;139584751	PubChem:(10028504 102004434 139584751);COCONUT:(CNP0419442)	2097154	470.3162	102.151	1838_CARA_HILIC_neg_SIRIUS_charge0_removed_4659
231	3	3	N/A	-324.09223392192314	0.02562814070351759	9.150601594619587	C32H55NO27	[M - H2O - H]-	BTCNEEVMUAGALD	InChI=1S/C32H55NO27/c33-1-2-51-28-18(45)13(40)22(8(4-35)53-28)56-30-19(46)14(41)23(9(5-36)54-30)57-31-20(47)15(42)24(10(6-37)55-31)58-32-21(48)16(43)25(26(60-32)27(49)50)59-29-17(44)12(39)11(38)7(3-34)52-29/h7-26,28-32,34-48H,1-6,33H2,(H,49,50)	null	C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O)O)O)O)N	-13.6000004	118984323;126843458;130356077;134172080;139378946	PubChem:(118984323 126843458 130356077 134172080 139378946);CHEBI:(136779)	34	866.2703	104.244	5433_CARA_HILIC_neg_SIRIUS_charge0_removed_6037
232	3	2	N/A	-289.3880890262714	0.031155778894472366	6.785302000364408	C9H11Cl2N3O4	[M - H4O2 - H]-	FRQFZHXEYNBNEV	InChI=1S/C9H11Cl2N3O4/c10-3-5-13(6-4-11)12-9(15)7-1-2-8(18-7)14(16)17/h1-2H,3-6H2,(H,12,15)	5-Nitro-2-furoic acid-2,2-bis(2-chloroethyl)hydrazide	C1=C(OC(=C1)[N+](=O)[O-])C(=O)NN(CCCl)CCCl	2.20000005	121219	PubChem:(121219);PubChem class - safety and toxic	67108866	257.9822	126.964	1661_CARA_HILIC_neg_SIRIUS_charge0_removed_9416
233	1	5	N/A	-222.69546108043923	0.21959798994974875	12.249419739676231	C41H62O14	[M + Br]-	DTMJARJUCFBMFR	InChI=1S/C41H62O14/c1-36(2)23-8-11-41(7)31(21(42)16-19-20-17-38(4,35(50)51)13-12-37(20,3)14-15-40(19,41)6)39(23,5)10-9-24(36)53-34-30(27(46)26(45)29(54-34)32(48)49)55-33-28(47)25(44)22(43)18-52-33/h16,20,22-31,33-34,43-47H,8-15,17-18H2,1-7H3,(H,48,49)(H,50,51)	Araboglycyrrhizin	CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(CO5)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C	3.5	195342;14312761;101599072;127043194	COCONUT:(CNP0167657);Natural Products:(UNPD142042 UNPD156029);PubChem:(195342 14312761 101599072 127043194);SuperNatural:(SN00237082 SN00260572);YMDB Mine;MeSH:(195342 101599072);PubMed;KEGG Mine	42952851526	857.3347	83.242	5273_CARA_HILIC_neg_SIRIUS_charge0_removed_9238
234	2	2	N/A	-389.8799511145413	0.9989949748743718	43.33779470421224	C16H22O10S	[M - H2O - H]-	CFAJEDWNNGFOQV	InChI=1S/C16H22O10S/c1-7(17)22-6-12-13(23-8(2)18)14(24-9(3)19)15(25-10(4)20)16(26-12)27-11(5)21/h12-16H,6H2,1-5H3	Oprea1_802175	CC(=O)OCC1C(C(C(C(O1)SC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	-0.170460537	101166;112967;259717;10835164;14332925;11384211;16726852;23244554;26236796;26236797;26470976;26470979;26470982;26470983;24802540;24802541;40498272;40498273;40498274;45050677;46783001;58592282;90808324;93532843;90469687;89952737;89952755;91310761;91866612;98394672;102044431;124526857;124837318;124427686;135010898;135010899	NORMAN:(NS00052293);PubChem:(101166 112967 259717 10835164 14332925 11384211 16726852 23244554 26236796 26236797 26470976 26470979 26470982 26470983 24802540 24802541 40498272 40498273 40498274 45050677 46783001 58592282 90808324 93532843 90469687 89952737 89952755 91310761 91866612 98394672 102044431 124526857 124837318 124427686 135010898 135010899);PubMed;ZINC bio:(ZINC04916029 ZINC04916031 ZINC14766254 ZINC14766256)	270402	387.0762	102.181	3446_CARA_HILIC_neg_SIRIUS_charge0_removed_8806
235	1	2	N/A	-70.00519361970966	0.017587939698492462	61.48326001387417	C13H24O12	[M + Cl]-	WOVMZLJVKAQOLN	InChI=1S/C13H24O12/c14-1-3(16)10-11(7(19)8(20)12(22)24-10)25-13-9(21)6(18)5(17)4(2-15)23-13/h3-22H,1-2H2	Epitope ID:140087	C(C1C(C(C(C(O1)OC2C(C(C(OC2C(CO)O)O)O)O)O)O)O)O	-5.4000001	45480573;91847133;91847529	PubChem:(45480573 91847133 91847529);PubMed;CHEBI:(59486)	98	407.0977	126.09	4627_CARA_HILIC_neg_SIRIUS_charge0_removed_10640
236	1	1	N/A	-315.6412273365354	0.7150753768844221	28.60831712509395	C27H34N8O7	[M + Cl]-	ZPQZRIJTQNWNLG	InChI=1S/C27H34N8O7/c28-26(29)30-14-4-8-21(24(37)32-19-10-12-20(13-11-19)35(40)41)33-25(38)22-9-5-15-34(22)23(36)16-31-27(39)42-17-18-6-2-1-3-7-18/h1-3,6-7,10-13,21-22H,4-5,8-9,14-17H2,(H,31,39)(H,32,37)(H,33,38)(H4,28,29,30)	benzyl N-[2-[(2S)-2-[[(2S)-5-(diaminomethylideneamino)-1-(4-nitroanilino)-1-oxopentan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-oxoethyl]carbamate	C1CC(N(C1)C(=O)CNC(=O)OCC2=CC=CC=C2)C(=O)NC(CCCN=C(N)N)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-]	0.800000012	21120970;73744106	MeSH:(21120970 73744106);PubChem:(21120970 73744106);PubMed	70	617.2282	74.148	3181_CARA_HILIC_neg_SIRIUS_charge0_removed_722
237	3	2	N/A	-192.23203828086014	0.07587939698492464	27.44238938349476	C11H19N3O7	[M - H]-	NJEMRSFGDNECGF	InChI=1S/C11H19N3O7/c1-4(13-10(19)8(12)5(2)15)9(18)14-6(11(20)21)3-7(16)17/h4-6,8,15H,3,12H2,1-2H3,(H,13,19)(H,14,18)(H,16,17)(H,20,21)	L-threonyl-L-alanyl-L-aspartic acid	CC(C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)O)N)O	-5.0	18224175;71728360	PubChem:(18224175 71728360);CHEBI:(73655)	34	304.114	167.464	566_CARA_HILIC_neg_SIRIUS_charge0_removed_3691
238	3	3	N/A	-168.8502669069807	0.9964824120603014	31.223910144787368	C11H14N2O6	[M - H]-	RHNKTNRPTOLWJS	InChI=1S/C11H14N2O6/c1-2-5-3-13(11(18)12-9(5)17)10-8(16)7(15)6(4-14)19-10/h2-3,6-8,10,14-16H,1,4H2,(H,12,17,18)	Vinyl-ara-U	C=CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	-1.77508545	126501;9903528;12767906;10149315;21120714;57148195;59207855;58859118;57984064;67464569;89087346	MeSH:(126501 21120714);PubChem:(126501 9903528 12767906 10149315 21120714 57148195 59207855 58859118 57984064 67464569 89087346);PubMed	70	269.0768	72.976	3946_CARA_HILIC_neg_SIRIUS_charge0_removed_2568
239	1	1	N/A	-134.68096357335207	0.8301507537688443	20.64035886402292	C9H12N2O5	[M + Cl]-	RPQZTTQVRYEKCR	InChI=1S/C9H12N2O5/c12-4-5-6(13)7(14)8(16-5)11-3-1-2-10-9(11)15/h1-3,5-8,12-14H,4H2	Zebularine	C1=CN(C(=O)N=C1)C2C(C(C(O2)CO)O)O	-1.58336139	100016;328839;10878902;16760709;17756793;25886234;29987926;44320516;46783268;46874484;51380955;51382706;51424979;51424980;51424981;67036382;68322689;70641093;89872315;133687348;132181045	NORMAN:(NS00011709);COCONUT:(CNP0236119);PubChem:(100016 328839 10878902 16760709 17756793 25886234 29987926 44320516 46783268 46874484 51380955 51382706 51424979 51424980 51424981 67036382 68322689 70641093 89872315 133687348 132181045);CHEBI:(46938 94962);ZINC bio:(ZINC01568870 ZINC06119090 ZINC06599340 ZINC06599341 ZINC06599342);additional;PubChem class - bio and metabolites;MeSH:(100016 46783268);Plantcyc:(CPD0-1312);PubMed;Biocyc:(CPD0-1312)	19802214	263.0429	132.923	5417_CARA_HILIC_neg_SIRIUS_charge0_removed_7806
240	1	10	N/A	-116.36089291427231	0.2105527638190955	2.3385715975483077	C6H15NO6S	[M - H]-	JOCBASBOOFNAJA	InChI=1S/C6H15NO6S/c8-3-6(4-9,5-10)7-1-2-14(11,12)13/h7-10H,1-5H2,(H,11,12,13)	TES buffer	C(CS(=O)(=O)O)NC(CO)(CO)CO	-5.80000019	81831;4569027;6992013;131869238	SuperNatural:(SN00213333);ZINC bio:(ZINC01530141);additional;MeSH:(81831);PubMed;NORMAN:(NS00037541);COCONUT:(CNP0076819);PubChem:(81831 4569027 6992013 131869238);CHEBI:(39036 44356);PubChem class - bio and metabolites;KEGG:(C05353);PubChem class - safety and toxic;Training Set;PubChem class - drug	121397606	228.0546	131.715	924_CARA_HILIC_neg_SIRIUS_charge0_removed_3554
241	1	1	N/A	-429.8178844502397	0.9804020100502513	16.67494570967075	C51H90O6	[M - H]-	DLCDFMLHLIWWGK	InChI=1S/C51H90O6/c1-4-7-10-13-16-19-22-25-26-27-30-33-36-39-42-45-51(54)57-48(46-55-49(52)43-40-37-34-31-28-23-20-17-14-11-8-5-2)47-56-50(53)44-41-38-35-32-29-24-21-18-15-12-9-6-3/h7,10,16,19,25-26,30,33,48H,4-6,8-9,11-15,17-18,20-24,27-29,31-32,34-47H2,1-3H3	null	CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC	19.0	131754776	HMDB:(43656);PubChem:(131754776);PubChem class - bio and metabolites	16777226	797.664	99.204	1680_CARA_HILIC_neg_SIRIUS_charge0_removed_4480
242	2	2	N/A	-138.51588212092534	0.9999999999999999	37.69741717184243	C22H44O3	[M - H]-	RPGJJWLCCOPDAZ	InChI=1S/C22H44O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(23)22(24)25/h21,23H,2-20H2,1H3,(H,24,25)	2-hydroxy behenic	CCCCCCCCCCCCCCCCCCCCC(C(=O)O)O	9.60000038	193484;11199088;22361325;94864875	COCONUT:(CNP0277237);HMDB:(61660);Natural Products:(UNPD160721);PubChem:(193484 11199088 22361325 94864875);SuperNatural:(SN00392788);CHEBI:(76980 76722);PubChem class - bio and metabolites;MeSH:(193484);PubMed;Biocyc:(CPD-9780);KEGG Mine	8609892462	355.3211	32.33	4260_CARA_HILIC_neg_SIRIUS_charge0_removed_1656
243	2	2	N/A	-57.173421946659694	0.9989949748743718	47.00768517115258	C7H11NO6S	[M - H]-	XPKKFTKCRVIDAG	InChI=1S/C7H11NO6S/c8-3(6(11)12)2-15-4(7(13)14)1-5(9)10/h3-4H,1-2,8H2,(H,9,10)(H,11,12)(H,13,14)	S-(1,2-Dicarboxyethyl)cysteine	C(C(C(=O)O)SCC(C(=O)O)N)C(=O)O	-3.5999999	169591;10037149;10105568;10263540;10466673;25060473;108254773;137333893	COCONUT:(CNP0307430);HMDB:(29418);Natural Products:(UNPD46869 UNPD35201);PubChem:(169591 10037149 10105568 10263540 10466673 25060473 108254773 137333893);SuperNatural:(SN00309820 SN00307637);CHEBI:(144907 143133);additional;PubChem class - bio and metabolites;MeSH:(169591 25060473);PubMed	20480110	236.0226	157.369	4328_CARA_HILIC_neg_SIRIUS_charge0_removed_5079
244	1	1	N/A	-152.06630985747762	0.9999999999999999	29.524945547103798	C16H27N3O8	[M - H2O - H]-	AUTNXSQEVVHSJK	InChI=1S/C16H27N3O8/c1-3-8(2)13(16(26)27)19-15(25)10(5-7-12(22)23)18-14(24)9(17)4-6-11(20)21/h8-10,13H,3-7,17H2,1-2H3,(H,18,24)(H,19,25)(H,20,21)(H,22,23)(H,26,27)	L-alpha-glutamyl-L-alpha-glutamyl-L-isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)N	-1.11776471	18220235;71464590	PubChem:(18220235 71464590);CHEBI:(73492)	34	370.1608	87.915	3834_CARA_HILIC_neg_SIRIUS_charge0_removed_3130
245	1	1	N/A	-129.2679763674739	0.36783919597989956	32.117466629288614	C9H13N3O8	[M + Cl]-	AWNGSFAGXKOIML	InChI=1S/C9H13N3O8/c13-1-2-3(14)4(15)5(16)6(20-2)12-8(18)10-7(17)11-9(12)19/h2-6,13-16H,1H2,(H2,10,11,17,18,19)	1-Beta-D-Glucopyranosyl-1,3,5-Triazinane-2,4,6-Trione	C(C1C(C(C(C(O1)N2C(=O)NC(=O)NC2=O)O)O)O)O	-3.0999999	25049743	PubChem:(25049743);PubChem class - bio and metabolites	16777218	326.0377	75.655	439_CARA_HILIC_neg_SIRIUS_charge0_removed_7722
246	1	2	N/A	-213.87001740063587	0.07386934673366835	10.462339153091312	C15H14N2O2S2	[M + Br]-	RUUXDPYWXUBGKL	InChI=1S/C15H14N2O2S2/c18-17(19)14-8-6-13(7-9-14)11-21-15(20)16-10-12-4-2-1-3-5-12/h1-9H,10-11H2,(H,16,20)	Benzyldithiocarbamic acid p-nitrobenzyl ester	C1=CC=C(C=C1)CNC(=S)SCC2=CC=C(C=C2)[N+](=O)[O-]	3.9000001	3032705	PubChem:(3032705);PubChem class - safety and toxic	67108866	396.9712	102.406	4456_CARA_HILIC_neg_SIRIUS_charge0_removed_657
247	3	1	N/A	-227.50415033959106	0.03768844221105528	19.625961546138196	C27H34N8O7	[M - H4O2 - H]-	ZPQZRIJTQNWNLG	InChI=1S/C27H34N8O7/c28-26(29)30-14-4-8-21(24(37)32-19-10-12-20(13-11-19)35(40)41)33-25(38)22-9-5-15-34(22)23(36)16-31-27(39)42-17-18-6-2-1-3-7-18/h1-3,6-7,10-13,21-22H,4-5,8-9,14-17H2,(H,31,39)(H,32,37)(H,33,38)(H4,28,29,30)	benzyl N-[2-[(2S)-2-[[(2S)-5-(diaminomethylideneamino)-1-(4-nitroanilino)-1-oxopentan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-oxoethyl]carbamate	C1CC(N(C1)C(=O)CNC(=O)OCC2=CC=CC=C2)C(=O)NC(CCCN=C(N)N)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-]	0.800000012	21120970;73744106	MeSH:(21120970 73744106);PubChem:(21120970 73744106);PubMed	70	545.2245	85.293	817_CARA_HILIC_neg_SIRIUS_charge0_removed_1027
248	1	2	N/A	-230.46746279984745	0.22160804020100502	12.073771677374548	C12H10FN3O2	[M + Br]-	HUQOLJIBUGMBGL	InChI=1S/C12H10FN3O2/c13-8-3-1-7(2-4-8)9-5-6-10(18-9)11(17)16-12(14)15/h1-6H,(H4,14,15,16,17)	N-(diaminomethylidene)-5-(4-fluorophenyl)furan-2-carboxamide	C1=CC(=CC=C1C2=CC=C(O2)C(=O)N=C(N)N)F	2.0	11413943	MeSH:(11413943);PubChem:(11413943);PubMed	70	325.9968	154.249	429_CARA_HILIC_neg_SIRIUS_charge0_removed_1022
249	3	1	N/A	-600.4075631877424	0.9989949748743717	31.455912895102163	C14H24N2O5S3	[M - H2O - H]-	JNPHBSXNRNBLCV	InChI=1S/C14H24N2O5S3/c1-3-6-16-12-8-10(5-4-7-21-2)23(17,18)14-11(12)9-13(22-14)24(15,19)20/h9-10,12,16H,3-8H2,1-2H3,(H2,15,19,20)	4H-Thieno(2,3-b)thiopyran-2-sulfonamide, 5,6-dihydro-6-(3-methoxypropyl)-4-(propylamino)-, 7,7-dioxide, (4S,6S)-	CCCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC	1.10000002	9930648;25080129;67668482	MeSH:(67668482);PubChem:(9930648 25080129 67668482);PubMed	70	377.0676	162.295	5594_CARA_HILIC_neg_SIRIUS_charge0_removed_2207
250	1	1	N/A	-521.407441782837	0.030150753768844227	51.18710400469461	C26H22O7S	[M + Br]-	UEOJQYVDBAHYRQ	InChI=1S/C26H22O7S/c27-21(13-22(28)25(29)30)19-7-5-17(6-8-19)18-9-11-20(12-10-18)34-16-26(31)14-32-23-3-1-2-4-24(23)33-15-26/h1-12,31H,13-16H2,(H,29,30)	4-Dhbmd	C1C(COC2=CC=CC=C2O1)(CSC3=CC=C(C=C3)C4=CC=C(C=C4)C(=O)CC(=O)C(=O)O)O	3.9000001	134152	MeSH:(134152);PubChem:(134152);PubMed	70	557.0301	143.673	415_CARA_HILIC_neg_SIRIUS_charge0_removed_1828
251	1	1	N/A	-274.68047338665815	0.15175879396984926	16.14765084471715	C16H24O14	[M + Br]-	FZERLKNAJSFDSQ	InChI=1S/C16H24O14/c17-13(18)9-10(14(19)20)29-7-3-26-4-8-30-12(16(23)24)11(15(21)22)28-6-2-25-1-5-27-9/h9-12H,1-8H2,(H,17,18)(H,19,20)(H,21,22)(H,23,24)	18-Crown-6 4COOH	C1COC(C(OCCOCCOC(C(OCCO1)C(=O)O)C(=O)O)C(=O)O)C(=O)O	-2.4000001	159580;370633;3082976;5249034;12676538;10181725;26967503;44119786;57082185;71315010	MeSH:(3082976);PubChem class - safety and toxic;PubChem:(159580 370633 3082976 5249034 12676538 10181725 26967503 44119786 57082185 71315010);PubMed	67108934	519.0344	156.354	1225_CARA_HILIC_neg_SIRIUS_charge0_removed_3008
252	1	3	N/A	-306.15669651995216	0.3758793969849246	27.84973316298572	C18H23Cl2N3O6	[M - H]-	FQRIZIBJPZHAIS	InChI=1S/C18H23Cl2N3O6/c19-17(20)18(26)21-14(11-29-15(24)10-22-8-2-1-3-9-22)16(25)12-4-6-13(7-5-12)23(27)28/h4-7,14,16-17,25H,1-3,8-11H2,(H,21,26)	Chloramphenicol 1-piperidineacetate	C1CCN(CC1)CC(=O)OCC(C(C2=CC=C(C=C2)[N+](=O)[O-])O)NC(=O)C(Cl)Cl	2.65800953	84013	PubChem:(84013);PubChem class - safety and toxic	67108866	446.0873	90.649	1529_CARA_HILIC_neg_SIRIUS_charge0_removed_6381
253	3	4	N/A	-309.0336175223505	0.011557788944723618	23.230790153606513	C29H46N4O4	[M - H4O2 - H]-	KHHPJZHPDVYKAH	InChI=1S/C29H46N4O4/c1-9-10-20(6)25(33(7)8)29(36)32-24-26(19(4)5)37-22-13-11-21(12-14-22)15-16-30-27(34)23(17-18(2)3)31-28(24)35/h11-16,18-20,23-26H,9-10,17H2,1-8H3,(H,30,34)(H,31,35)(H,32,36)	null	CCCC(C)C(C(=O)NC1C(OC2=CC=C(C=C2)C=CNC(=O)C(NC1=O)CC(C)C)C(C)C)N(C)C	4.57096004	""	COCONUT:(CNP0137984);Natural Products:(UNPD12864);SuperNatural:(SN00315232)	3178496	477.3232	32.533	1987_CARA_HILIC_neg_SIRIUS_charge0_removed_4962
254	1	3	N/A	-173.54495742431834	0.4798994974874372	18.222469312444815	C15H14N2O6	[M + Br]-	QFTHUUKTCANIBG	InChI=1S/C15H14N2O6/c18-16(19)12-6-1-3-8-14(12)22-10-5-11-23-15-9-4-2-7-13(15)17(20)21/h1-4,6-9H,5,10-11H2	Ambcb5358719	C1=CC=C(C(=C1)[N+](=O)[O-])OCCCOC2=CC=CC=C2[N+](=O)[O-]	3.5999999	1809267	PubChem:(1809267);PubChem class - safety and toxic	67108866	397.002	169.86	4434_CARA_HILIC_neg_SIRIUS_charge0_removed_3223
255	3	4	N/A	-260.57363752264206	0.10653266331658291	8.965534904296355	C25H44N8O8	[M - H4O2 - H]-	FQPFHKSTWFHPCU	InChI=1S/C25H44N8O8/c1-13(2)10-18(31-21(38)16(26)11-19(36)37)22(39)32-20(14(3)35)23(40)30-17(7-4-8-29-25(27)28)24(41)33-9-5-6-15(33)12-34/h12-18,20,35H,4-11,26H2,1-3H3,(H,30,40)(H,31,38)(H,32,39)(H,36,37)(H4,27,28,29)	null	CC(C)CC(C(=O)NC(C(C)O)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C=O)NC(=O)C(CC(=O)O)N	-5.0999999	86290243	PubChem:(86290243);PubChem class - bio and metabolites	16777218	547.2974	83.063	3677_CARA_HILIC_neg_SIRIUS_charge0_removed_8525
